Inverter_ID,Season,Irradiance_Wm2,Temperature_C,Bus_Voltage_pu,Load_Demand_MW,Control_Scheme,Reactive_Power_Setting_MVAR,Voltage_Setting_pu,VOCR,Power_Loss_kW
PV4,Summer,436.17,26.2,1.028,0.389,Decentralized,0.157,1.038,0.02,2.33
PV4,Winter,344.35,11.2,0.928,0.623,Decentralized,0.139,0.938,0.034,2.62
PV4,Summer,308.61,14.3,1.084,0.891,Decentralized,0.132,1.094,0.021,2.25
PV5,Summer,386.75,24.6,0.919,0.928,Decentralized,0.147,0.929,0.036,2.45
PV5,Winter,913.2,12.2,1.091,0.485,Decentralized,0.253,1.101,0.034,2.44
PV2,Summer,169.88,23.9,1.022,0.798,Decentralized,0.104,1.032,0.029,2.5
PV1,Summer,845.98,26.6,0.9,0.37,Decentralized,0.239,0.91,0.037,2.16
PV4,Summer,414.0,25.8,1.079,0.323,Distributed,0.133,1.099,0.041,2.17
PV2,Winter,569.44,40.4,1.004,0.692,Decentralized,0.184,1.014,0.032,2.51
PV1,Winter,815.04,28.6,0.953,0.786,Decentralized,0.233,0.963,0.041,2.46
PV6,Summer,895.94,26.4,1.053,0.857,Decentralized,0.249,1.063,0.027,2.39
PV3,Summer,410.3,24.4,1.085,0.538,Distributed,0.132,1.105,0.036,2.22
PV5,Winter,515.66,38.6,0.997,0.305,Decentralized,0.173,1.007,0.039,2.34
PV6,Winter,473.06,41.3,0.963,0.636,Decentralized,0.165,0.973,0.041,2.48
PV1,Summer,111.93,39.9,1.058,0.311,Distributed,0.072,1.078,0.048,2.34
PV6,Summer,366.35,33.6,1.036,0.364,Decentralized,0.143,1.046,0.038,2.09
PV3,Summer,513.27,14.8,1.078,0.529,Distributed,0.153,1.098,0.048,2.33
PV1,Monsoon,469.98,19.7,1.039,0.606,Distributed,0.144,1.059,0.035,1.83
PV6,Winter,749.74,11.6,0.949,0.496,Distributed,0.2,0.969,0.055,2.44
PV5,Monsoon,446.32,42.6,1.086,0.707,Distributed,0.139,1.106,0.02,1.81
PV5,Winter,540.44,33.1,0.921,0.339,Decentralized,0.178,0.931,0.032,2.76
PV2,Winter,486.65,36.1,0.954,0.401,Distributed,0.147,0.974,0.052,2.61
PV6,Winter,766.56,20.9,1.004,0.787,Distributed,0.203,1.024,0.049,2.36
PV4,Winter,876.68,39.6,1.013,0.399,Decentralized,0.245,1.023,0.029,2.59
PV6,Winter,578.7,19.1,0.903,0.748,Decentralized,0.186,0.913,0.031,2.71
PV1,Winter,810.49,10.1,1.056,0.338,Decentralized,0.232,1.066,0.032,2.44
PV1,Winter,367.11,23.2,0.972,0.585,Distributed,0.123,0.992,0.048,2.7
PV6,Monsoon,587.23,30.0,0.981,0.424,Decentralized,0.187,0.991,0.027,1.76
PV3,Summer,410.71,26.8,1.062,0.377,Distributed,0.132,1.082,0.051,2.49
PV5,Summer,472.78,40.2,0.976,0.697,Distributed,0.145,0.996,0.047,2.32
PV1,Monsoon,759.17,13.7,0.909,0.95,Decentralized,0.222,0.919,0.027,1.79
PV5,Monsoon,893.5,29.4,0.935,0.338,Decentralized,0.249,0.945,0.019,1.86
PV1,Monsoon,209.35,28.0,1.091,0.595,Decentralized,0.112,1.101,0.018,2.1
PV2,Monsoon,671.18,19.8,0.914,0.795,Decentralized,0.204,0.924,0.018,2.01
PV4,Winter,623.93,38.8,0.971,0.624,Decentralized,0.195,0.981,0.037,2.55
PV1,Summer,206.57,36.3,1.001,0.865,Decentralized,0.111,1.011,0.02,2.07
PV5,Winter,290.7,35.7,0.999,0.426,Distributed,0.108,1.019,0.048,2.45
PV2,Summer,379.9,40.7,0.901,0.972,Distributed,0.126,0.921,0.045,2.16
PV1,Summer,250.24,35.3,1.0,0.57,Decentralized,0.12,1.01,0.027,2.04
PV3,Monsoon,319.36,18.1,0.977,0.539,Distributed,0.114,0.997,0.039,1.92
PV4,Winter,340.84,34.7,1.094,0.912,Distributed,0.118,1.114,0.049,2.73
PV1,Monsoon,402.11,20.8,0.932,0.695,Distributed,0.13,0.952,0.024,1.97
PV2,Winter,774.45,18.5,0.971,0.662,Distributed,0.205,0.991,0.046,2.35
PV3,Summer,614.72,12.6,0.984,0.809,Distributed,0.173,1.004,0.045,2.34
PV6,Monsoon,987.62,36.0,0.978,0.706,Distributed,0.248,0.998,0.026,2.08
PV2,Monsoon,473.26,34.9,1.033,0.414,Decentralized,0.165,1.043,0.012,1.99
PV2,Summer,778.48,18.2,0.943,0.772,Decentralized,0.226,0.953,0.03,2.41
PV3,Summer,884.32,36.2,0.944,0.393,Decentralized,0.247,0.954,0.037,2.58
PV2,Summer,711.08,42.1,1.046,0.864,Distributed,0.192,1.066,0.04,2.48
PV3,Monsoon,470.68,13.8,1.0,0.993,Decentralized,0.164,1.01,0.028,1.75
PV1,Winter,778.24,18.1,0.983,0.564,Decentralized,0.226,0.993,0.042,2.41
PV3,Monsoon,283.3,36.3,0.934,0.611,Decentralized,0.127,0.944,0.013,2.09
PV3,Winter,394.8,19.6,0.938,0.333,Distributed,0.129,0.958,0.051,2.49
PV4,Monsoon,592.02,31.9,0.902,0.31,Decentralized,0.188,0.912,0.019,1.74
PV3,Monsoon,617.87,12.8,0.918,0.945,Distributed,0.174,0.938,0.025,1.88
PV3,Summer,119.93,25.8,1.011,0.39,Decentralized,0.094,1.021,0.032,2.42
PV6,Winter,950.6,35.9,1.078,0.612,Decentralized,0.26,1.088,0.04,2.8
PV1,Monsoon,726.96,34.0,0.957,0.871,Decentralized,0.215,0.967,0.014,1.83
PV4,Monsoon,546.13,38.5,0.966,0.923,Distributed,0.159,0.986,0.038,1.91
PV6,Summer,939.81,40.7,0.923,0.664,Distributed,0.238,0.943,0.047,2.53
PV5,Summer,495.19,37.1,0.978,0.696,Distributed,0.149,0.998,0.051,2.21
PV1,Winter,982.39,33.5,0.907,0.769,Distributed,0.246,0.927,0.042,2.27
PV1,Monsoon,561.06,11.1,1.084,0.973,Distributed,0.162,1.104,0.039,2.08
PV5,Winter,202.86,28.7,1.035,0.722,Decentralized,0.111,1.045,0.032,2.49
PV3,Monsoon,788.32,11.3,1.098,0.692,Decentralized,0.228,1.108,0.011,1.9
PV6,Winter,711.01,38.3,1.077,0.31,Distributed,0.192,1.097,0.053,2.57
PV2,Summer,795.69,21.2,0.995,0.357,Distributed,0.209,1.015,0.046,2.0
PV4,Monsoon,956.3,29.7,1.004,0.704,Decentralized,0.261,1.014,0.022,2.07
PV2,Winter,798.84,19.8,0.938,0.955,Distributed,0.21,0.958,0.046,2.42
PV5,Summer,650.2,37.4,0.992,0.907,Decentralized,0.2,1.002,0.019,2.24
PV1,Summer,871.58,41.0,1.081,0.988,Distributed,0.224,1.101,0.044,2.1
PV1,Winter,705.92,24.0,0.91,0.669,Decentralized,0.211,0.92,0.033,2.43
PV4,Monsoon,467.31,40.2,1.073,0.852,Distributed,0.143,1.093,0.031,2.02
PV1,Monsoon,897.06,19.3,0.968,0.888,Distributed,0.229,0.988,0.029,2.02
PV1,Summer,299.71,28.7,1.08,0.754,Decentralized,0.13,1.09,0.037,2.56
PV4,Monsoon,743.18,40.1,1.088,0.537,Decentralized,0.219,1.098,0.022,1.86
PV6,Monsoon,893.41,21.4,1.034,0.629,Distributed,0.229,1.054,0.035,1.98
PV6,Monsoon,758.18,43.4,1.033,0.901,Distributed,0.202,1.053,0.039,1.9
PV4,Summer,727.55,14.3,0.991,0.509,Decentralized,0.216,1.001,0.03,2.48
PV5,Winter,777.37,10.6,1.067,0.947,Distributed,0.205,1.087,0.035,2.63
PV1,Monsoon,518.55,41.6,1.092,0.461,Decentralized,0.174,1.102,0.011,1.85
PV1,Summer,886.75,12.4,1.055,0.825,Decentralized,0.247,1.065,0.032,2.2
PV5,Summer,283.09,44.7,1.024,0.741,Distributed,0.107,1.044,0.035,2.15
PV6,Winter,214.65,43.3,1.021,0.825,Decentralized,0.113,1.031,0.037,2.55
PV3,Monsoon,356.96,14.8,1.07,0.606,Decentralized,0.141,1.08,0.014,2.09
PV3,Monsoon,578.42,28.8,1.008,0.953,Distributed,0.166,1.028,0.025,1.78
PV3,Winter,559.51,16.5,1.061,0.743,Decentralized,0.182,1.071,0.035,2.26
PV6,Winter,838.54,25.0,1.002,0.502,Decentralized,0.238,1.012,0.045,2.27
PV6,Summer,464.11,12.1,0.912,0.747,Decentralized,0.163,0.922,0.03,2.47
PV5,Summer,535.91,17.8,0.977,0.501,Decentralized,0.177,0.987,0.037,2.21
PV1,Winter,112.03,22.7,0.989,0.506,Distributed,0.072,1.009,0.057,2.33
PV5,Monsoon,468.77,25.4,0.928,0.58,Decentralized,0.164,0.938,0.014,1.84
PV5,Summer,683.0,44.2,0.92,0.897,Distributed,0.187,0.94,0.036,2.39
PV6,Summer,113.96,38.3,1.007,0.65,Decentralized,0.093,1.017,0.033,2.33
PV3,Monsoon,352.79,35.8,0.917,0.775,Distributed,0.121,0.937,0.037,2.0
PV2,Summer,287.16,28.8,0.961,0.574,Decentralized,0.127,0.971,0.028,2.2
PV1,Monsoon,137.79,39.4,1.049,0.485,Distributed,0.078,1.069,0.04,1.88
PV6,Monsoon,531.33,21.9,1.093,0.968,Decentralized,0.176,1.103,0.01,1.74
PV3,Monsoon,263.55,34.8,1.044,0.723,Decentralized,0.123,1.054,0.016,1.73
PV2,Winter,768.77,44.8,1.099,0.954,Decentralized,0.224,1.109,0.037,2.48
PV2,Winter,863.14,21.0,1.04,0.442,Decentralized,0.243,1.05,0.034,2.38
PV6,Winter,591.03,33.6,0.959,0.403,Distributed,0.168,0.979,0.038,2.57
PV4,Monsoon,983.54,39.6,1.034,0.899,Distributed,0.247,1.054,0.027,1.72
PV1,Monsoon,505.43,42.1,1.04,0.777,Decentralized,0.171,1.05,0.011,1.75
PV2,Winter,562.03,35.1,0.974,0.431,Distributed,0.162,0.994,0.05,2.72
PV6,Summer,990.3,19.9,0.904,0.489,Decentralized,0.268,0.914,0.036,2.34
PV6,Monsoon,308.39,21.4,1.041,0.86,Decentralized,0.132,1.051,0.028,1.98
PV3,Summer,948.29,10.7,0.904,0.618,Distributed,0.24,0.924,0.045,2.51
PV4,Summer,138.55,36.6,1.026,0.769,Distributed,0.078,1.046,0.04,2.28
PV1,Monsoon,501.75,11.5,0.933,0.523,Distributed,0.15,0.953,0.03,2.0
PV5,Monsoon,163.0,40.3,1.013,0.567,Decentralized,0.103,1.023,0.013,1.91
PV3,Summer,756.31,14.2,1.001,0.993,Decentralized,0.221,1.011,0.025,2.13
PV2,Summer,647.57,16.0,0.903,0.473,Distributed,0.18,0.923,0.033,2.2
PV2,Winter,735.97,26.7,0.973,0.655,Decentralized,0.217,0.983,0.041,2.49
PV3,Winter,437.03,35.8,1.02,0.891,Distributed,0.137,1.04,0.056,2.39
PV6,Monsoon,432.53,14.9,1.07,0.467,Distributed,0.137,1.09,0.031,1.83
PV2,Winter,140.79,25.4,1.078,0.591,Distributed,0.078,1.098,0.052,2.4
PV4,Winter,414.95,26.9,0.997,0.731,Distributed,0.133,1.017,0.038,2.27
PV1,Winter,936.36,17.4,1.046,0.637,Distributed,0.237,1.066,0.049,2.25
PV4,Winter,441.3,14.0,0.963,0.622,Distributed,0.138,0.983,0.051,2.23
PV2,Summer,848.23,39.3,0.968,0.554,Decentralized,0.24,0.978,0.027,2.07
PV5,Monsoon,858.09,27.6,0.939,0.711,Decentralized,0.242,0.949,0.015,1.84
PV1,Winter,435.92,10.5,1.012,0.737,Distributed,0.137,1.032,0.055,2.56
PV1,Summer,668.79,38.1,0.963,0.757,Distributed,0.184,0.983,0.047,2.11
PV3,Summer,185.83,44.3,0.917,0.349,Distributed,0.087,0.937,0.05,2.53
PV3,Summer,193.31,31.2,1.037,0.742,Decentralized,0.109,1.047,0.034,2.49
PV5,Winter,143.79,27.6,1.042,0.967,Distributed,0.079,1.062,0.058,2.51
PV6,Winter,622.91,40.7,0.972,0.679,Distributed,0.175,0.992,0.039,2.63
PV1,Monsoon,483.46,43.3,0.915,0.801,Distributed,0.147,0.935,0.022,1.85
PV5,Winter,593.23,36.4,0.985,0.69,Decentralized,0.189,0.995,0.032,2.22
PV3,Winter,568.97,25.6,0.988,0.898,Distributed,0.164,1.008,0.038,2.74
PV3,Summer,415.18,30.7,1.034,0.951,Decentralized,0.153,1.044,0.028,2.08
PV1,Monsoon,709.73,34.5,0.963,0.429,Decentralized,0.212,0.973,0.023,2.08
PV4,Winter,782.65,16.8,1.037,0.606,Distributed,0.207,1.057,0.048,2.54
PV2,Winter,113.17,25.7,1.074,0.575,Decentralized,0.093,1.084,0.03,2.38
PV3,Summer,286.52,39.0,0.947,0.584,Decentralized,0.127,0.957,0.036,2.3
PV6,Summer,741.91,32.9,1.096,0.388,Decentralized,0.218,1.106,0.018,2.3
PV6,Winter,447.96,24.4,0.977,0.87,Distributed,0.14,0.997,0.043,2.21
PV3,Monsoon,696.24,33.2,0.953,0.325,Decentralized,0.209,0.963,0.024,1.84
PV4,Monsoon,412.27,14.1,0.984,0.67,Distributed,0.132,1.004,0.035,2.0
PV4,Summer,451.68,24.1,0.919,0.763,Distributed,0.14,0.939,0.038,2.31
PV5,Summer,242.81,37.8,0.925,0.445,Distributed,0.099,0.945,0.028,2.15
PV6,Winter,332.41,17.7,0.983,0.934,Decentralized,0.136,0.993,0.037,2.4
PV5,Summer,644.87,16.5,1.052,0.887,Distributed,0.179,1.072,0.03,2.52
PV6,Winter,489.85,43.3,1.08,0.63,Decentralized,0.168,1.09,0.027,2.52
PV2,Monsoon,796.87,17.3,1.033,0.588,Decentralized,0.229,1.043,0.023,1.91
PV2,Monsoon,867.33,19.1,0.921,0.466,Decentralized,0.243,0.931,0.016,2.08
PV1,Winter,587.48,43.9,1.034,0.811,Decentralized,0.187,1.044,0.032,2.39
PV5,Summer,782.44,35.7,1.027,0.392,Distributed,0.206,1.047,0.04,2.29
PV3,Monsoon,376.21,34.5,1.061,0.776,Distributed,0.125,1.081,0.04,2.02
PV5,Summer,473.47,39.9,1.065,0.89,Decentralized,0.165,1.075,0.037,2.46
PV3,Monsoon,741.5,14.1,1.074,0.46,Distributed,0.198,1.094,0.028,1.81
PV4,Winter,447.59,34.7,0.983,0.906,Distributed,0.14,1.003,0.041,2.29
PV5,Winter,629.65,27.6,1.04,0.323,Distributed,0.176,1.06,0.042,2.62
PV4,Winter,266.84,39.0,0.954,0.939,Decentralized,0.123,0.964,0.03,2.35
PV2,Monsoon,639.79,27.8,1.1,0.383,Distributed,0.178,1.12,0.031,2.07
PV2,Summer,875.36,31.7,0.935,0.752,Decentralized,0.245,0.945,0.03,2.08
PV1,Summer,881.78,26.7,0.902,0.475,Distributed,0.226,0.922,0.04,2.19
PV5,Summer,751.91,26.7,0.93,0.886,Decentralized,0.22,0.94,0.026,2.03
PV4,Monsoon,771.18,36.9,1.055,0.659,Decentralized,0.224,1.065,0.014,1.98
PV3,Monsoon,602.13,32.0,0.989,0.395,Decentralized,0.19,0.999,0.02,2.06
PV2,Monsoon,626.2,32.2,0.99,0.7,Distributed,0.175,1.01,0.027,1.95
PV2,Monsoon,220.29,25.8,1.091,0.586,Decentralized,0.114,1.101,0.021,2.08
PV3,Monsoon,499.47,28.6,1.084,0.763,Distributed,0.15,1.104,0.034,1.75
PV4,Summer,505.7,36.1,0.962,0.917,Decentralized,0.171,0.972,0.031,2.05
PV4,Monsoon,962.65,38.9,0.942,0.587,Distributed,0.243,0.962,0.029,2.04
PV5,Monsoon,487.98,34.4,1.07,0.503,Decentralized,0.168,1.08,0.021,2.04
PV5,Summer,594.41,42.3,1.081,0.31,Distributed,0.169,1.101,0.035,2.5
PV6,Monsoon,579.93,38.7,1.008,0.702,Decentralized,0.186,1.018,0.01,2.02
PV6,Summer,673.09,29.7,1.026,0.582,Decentralized,0.205,1.036,0.031,2.22
PV1,Summer,773.41,33.5,0.951,0.562,Decentralized,0.225,0.961,0.023,2.13
PV2,Winter,302.54,42.4,1.06,0.428,Distributed,0.111,1.08,0.05,2.76
PV5,Winter,575.85,31.7,1.026,0.601,Decentralized,0.185,1.036,0.04,2.38
PV4,Winter,843.33,38.9,1.001,0.989,Decentralized,0.239,1.011,0.043,2.44
PV3,Winter,516.8,34.1,0.912,0.508,Decentralized,0.173,0.922,0.044,2.62
PV4,Monsoon,350.61,29.3,1.083,0.72,Decentralized,0.14,1.093,0.01,1.82
PV2,Winter,689.24,18.5,1.023,0.844,Distributed,0.188,1.043,0.058,2.69
PV6,Summer,841.39,24.9,0.939,0.824,Decentralized,0.238,0.949,0.032,2.04
PV4,Monsoon,156.83,43.9,1.021,0.53,Decentralized,0.101,1.031,0.023,2.02
PV1,Winter,799.11,33.0,1.035,0.728,Distributed,0.21,1.055,0.035,2.56
PV2,Summer,839.48,29.8,1.005,0.91,Distributed,0.218,1.025,0.05,2.34
PV6,Monsoon,515.37,42.7,1.044,0.311,Distributed,0.153,1.064,0.023,1.88
PV3,Monsoon,984.98,30.5,1.016,0.605,Decentralized,0.267,1.026,0.027,1.81
PV6,Winter,808.04,28.4,1.09,0.457,Distributed,0.212,1.11,0.035,2.48
PV1,Monsoon,796.3,36.6,0.911,0.572,Distributed,0.209,0.931,0.033,1.88
PV2,Summer,773.05,34.9,0.921,0.591,Distributed,0.205,0.941,0.039,2.35
PV3,Monsoon,235.55,16.8,0.935,0.823,Decentralized,0.117,0.945,0.014,1.81
PV1,Summer,295.51,26.5,1.038,0.366,Decentralized,0.129,1.048,0.02,2.05
PV6,Monsoon,517.59,26.5,1.029,0.659,Decentralized,0.174,1.039,0.019,1.76
PV1,Winter,337.6,23.2,1.078,0.695,Distributed,0.118,1.098,0.038,2.62
PV2,Summer,473.72,28.1,1.047,0.646,Decentralized,0.165,1.057,0.028,2.01
PV5,Monsoon,899.62,24.5,1.002,0.812,Distributed,0.23,1.022,0.033,2.04
PV1,Monsoon,841.89,17.0,1.098,0.569,Distributed,0.218,1.118,0.037,1.98
PV1,Monsoon,667.04,24.4,0.953,0.961,Distributed,0.183,0.973,0.034,2.01
PV6,Summer,872.31,12.5,1.067,0.637,Decentralized,0.244,1.077,0.019,2.5
PV6,Summer,805.4,30.2,0.985,0.7,Distributed,0.211,1.005,0.036,2.07
PV3,Summer,486.09,39.9,1.03,0.878,Distributed,0.147,1.05,0.035,2.49
PV6,Winter,280.96,35.4,1.045,0.493,Decentralized,0.126,1.055,0.043,2.5
PV4,Winter,562.78,22.6,1.027,0.353,Distributed,0.163,1.047,0.055,2.73
PV2,Summer,762.61,13.0,0.928,0.795,Distributed,0.203,0.948,0.037,2.53
PV2,Monsoon,492.78,17.1,0.989,0.638,Distributed,0.149,1.009,0.021,1.71
PV5,Winter,700.09,29.1,1.012,0.928,Decentralized,0.21,1.022,0.043,2.43
PV5,Summer,184.89,17.2,1.07,0.988,Distributed,0.087,1.09,0.05,2.32
PV2,Monsoon,773.2,29.0,0.989,0.579,Decentralized,0.225,0.999,0.027,1.97
PV5,Winter,831.44,18.1,1.084,0.591,Decentralized,0.236,1.094,0.042,2.37
PV3,Monsoon,736.15,39.7,0.988,0.586,Distributed,0.197,1.008,0.03,1.8
PV6,Monsoon,970.54,23.9,1.01,0.527,Distributed,0.244,1.03,0.024,1.85
PV2,Monsoon,843.99,18.6,1.059,0.847,Distributed,0.219,1.079,0.03,1.9
PV5,Monsoon,912.78,38.4,1.017,0.831,Distributed,0.233,1.037,0.03,2.08
PV2,Winter,940.21,22.0,1.092,0.635,Decentralized,0.258,1.102,0.035,2.66
PV4,Winter,821.21,13.9,1.032,0.331,Decentralized,0.234,1.042,0.036,2.46
PV1,Winter,706.83,30.0,1.005,0.517,Distributed,0.191,1.025,0.041,2.23
PV6,Summer,105.15,30.4,0.905,0.505,Decentralized,0.091,0.915,0.025,2.1
PV2,Winter,519.24,35.0,0.983,0.868,Distributed,0.154,1.003,0.045,2.47
PV1,Monsoon,614.05,18.4,0.96,0.361,Distributed,0.173,0.98,0.023,2.03
PV5,Winter,373.63,25.5,1.05,0.864,Distributed,0.125,1.07,0.045,2.43
PV1,Monsoon,386.29,19.9,0.942,0.768,Distributed,0.127,0.962,0.036,1.92
PV6,Summer,965.04,12.8,0.941,0.813,Decentralized,0.263,0.951,0.035,2.54
PV2,Monsoon,902.54,40.7,0.938,0.603,Decentralized,0.251,0.948,0.018,2.07
PV4,Monsoon,864.26,35.5,0.925,0.776,Distributed,0.223,0.945,0.03,1.79
PV5,Monsoon,465.41,20.6,0.962,0.726,Distributed,0.143,0.982,0.021,1.72
PV2,Summer,112.33,31.0,1.077,0.838,Decentralized,0.092,1.087,0.031,2.18
PV6,Winter,172.2,17.0,1.055,0.613,Decentralized,0.104,1.065,0.033,2.62
PV5,Winter,380.98,41.2,1.047,0.631,Decentralized,0.146,1.057,0.034,2.77
PV3,Summer,114.17,14.0,1.059,0.751,Distributed,0.073,1.079,0.05,2.05
PV1,Monsoon,115.43,10.1,0.954,0.376,Decentralized,0.093,0.964,0.019,1.71
PV6,Winter,924.94,27.6,1.077,0.605,Distributed,0.235,1.097,0.035,2.73
PV3,Summer,735.54,30.4,0.927,0.98,Distributed,0.197,0.947,0.034,2.45
PV2,Winter,378.06,30.3,0.967,0.326,Decentralized,0.146,0.977,0.035,2.8
PV4,Summer,219.38,11.9,1.017,0.521,Distributed,0.094,1.037,0.039,2.24
PV5,Monsoon,560.47,21.0,0.921,0.52,Decentralized,0.182,0.931,0.027,1.87
PV1,Winter,104.81,27.5,1.046,0.743,Distributed,0.071,1.066,0.047,2.3
PV5,Summer,944.57,17.6,0.977,0.374,Distributed,0.239,0.997,0.045,2.07
PV2,Winter,473.33,40.5,1.057,0.74,Distributed,0.145,1.077,0.046,2.55
PV5,Winter,462.1,13.0,0.999,0.367,Distributed,0.142,1.019,0.045,2.42
PV1,Winter,451.53,27.1,0.936,0.366,Distributed,0.14,0.956,0.045,2.25
PV2,Winter,162.4,34.2,1.047,0.81,Distributed,0.082,1.067,0.044,2.73
PV5,Summer,674.49,19.2,0.95,0.527,Decentralized,0.205,0.96,0.029,2.12
PV4,Monsoon,759.7,31.8,0.998,0.984,Decentralized,0.222,1.008,0.015,2.0
PV6,Summer,708.51,39.0,0.915,0.326,Distributed,0.192,0.935,0.05,2.17
PV2,Summer,224.59,16.7,1.024,0.612,Decentralized,0.115,1.034,0.025,2.49
PV6,Summer,620.96,42.1,1.033,0.379,Distributed,0.174,1.053,0.032,2.07
PV2,Monsoon,612.54,29.4,0.976,0.546,Decentralized,0.193,0.986,0.012,2.0
PV4,Winter,881.57,20.5,1.091,0.999,Decentralized,0.246,1.101,0.025,2.26
PV6,Winter,441.21,25.1,1.075,0.922,Distributed,0.138,1.095,0.045,2.47
PV3,Winter,434.34,20.9,1.042,0.334,Decentralized,0.157,1.052,0.029,2.64
PV1,Monsoon,656.67,35.4,1.043,0.694,Distributed,0.181,1.063,0.02,1.77
PV3,Winter,669.77,37.9,0.95,0.753,Decentralized,0.204,0.96,0.035,2.37
PV5,Monsoon,522.36,39.2,1.031,0.447,Distributed,0.154,1.051,0.034,2.05
PV4,Winter,498.75,44.5,0.94,0.402,Decentralized,0.17,0.95,0.027,2.73
PV3,Winter,544.73,37.7,0.929,0.933,Distributed,0.159,0.949,0.046,2.23
PV2,Summer,874.94,31.0,1.1,0.978,Decentralized,0.245,1.11,0.033,2.1
PV5,Monsoon,515.05,21.9,1.024,0.994,Distributed,0.153,1.044,0.04,1.75
PV5,Summer,945.94,29.1,0.986,0.853,Decentralized,0.259,0.996,0.031,2.11
PV3,Summer,553.6,11.4,0.958,0.764,Distributed,0.161,0.978,0.034,2.58
PV3,Summer,954.28,36.1,1.021,0.542,Decentralized,0.261,1.031,0.032,2.33
PV4,Monsoon,849.55,25.6,0.91,0.42,Distributed,0.22,0.93,0.032,1.89
PV1,Monsoon,426.19,10.7,0.919,0.355,Decentralized,0.155,0.929,0.014,2.09
PV3,Winter,877.28,12.2,0.907,0.785,Distributed,0.225,0.927,0.055,2.53
PV3,Summer,199.06,23.6,1.0,0.849,Distributed,0.09,1.02,0.039,2.4
PV6,Winter,932.54,30.4,1.02,0.879,Distributed,0.237,1.04,0.057,2.4
PV2,Summer,668.48,26.2,0.912,0.94,Distributed,0.184,0.932,0.046,2.23
PV6,Monsoon,148.95,31.7,1.044,0.916,Decentralized,0.1,1.054,0.023,1.94
PV6,Monsoon,679.83,26.8,0.946,1.0,Decentralized,0.206,0.956,0.025,1.73
PV5,Monsoon,976.82,33.2,1.037,0.471,Decentralized,0.265,1.047,0.02,1.8
PV1,Summer,162.82,17.7,1.096,0.834,Distributed,0.083,1.116,0.041,2.12
PV2,Monsoon,599.22,13.9,1.038,0.711,Distributed,0.17,1.058,0.037,1.71
PV4,Summer,773.01,30.9,1.077,0.483,Distributed,0.205,1.097,0.045,2.32
PV4,Winter,829.23,27.0,1.09,0.987,Distributed,0.216,1.11,0.056,2.54
PV3,Summer,472.44,10.9,0.997,0.929,Distributed,0.144,1.017,0.05,2.23
PV3,Winter,283.75,23.3,1.04,0.39,Decentralized,0.127,1.05,0.045,2.36
PV4,Summer,138.11,13.7,1.07,0.318,Decentralized,0.098,1.08,0.032,2.39
PV3,Winter,621.75,28.6,0.971,0.782,Decentralized,0.194,0.981,0.035,2.28
PV1,Monsoon,507.62,23.9,0.952,0.723,Distributed,0.152,0.972,0.023,1.91
PV6,Winter,953.87,31.5,1.089,0.955,Distributed,0.241,1.109,0.051,2.66
PV3,Monsoon,154.54,38.2,1.045,0.464,Distributed,0.081,1.065,0.026,1.77
PV5,Monsoon,716.86,20.5,0.944,0.359,Distributed,0.193,0.964,0.026,2.0
PV3,Winter,122.47,43.7,0.99,0.481,Distributed,0.074,1.01,0.04,2.66
PV2,Summer,254.29,28.7,1.059,0.313,Distributed,0.101,1.079,0.05,2.04
PV1,Summer,508.22,31.6,1.009,0.325,Distributed,0.152,1.029,0.05,2.01
PV2,Summer,509.39,33.8,1.03,0.94,Decentralized,0.172,1.04,0.031,2.58
PV2,Summer,717.13,33.3,1.051,0.546,Decentralized,0.213,1.061,0.027,2.12
PV5,Summer,919.19,27.9,1.024,0.588,Distributed,0.234,1.044,0.045,2.49
PV1,Monsoon,675.13,25.0,1.008,0.313,Distributed,0.185,1.028,0.032,1.92
PV1,Summer,958.18,11.9,1.05,0.489,Distributed,0.242,1.07,0.038,2.16
PV1,Monsoon,893.45,10.8,1.046,0.863,Decentralized,0.249,1.056,0.018,1.75
PV1,Monsoon,626.05,22.5,1.026,0.731,Decentralized,0.195,1.036,0.018,1.9
PV1,Monsoon,850.41,21.7,0.972,0.828,Distributed,0.22,0.992,0.032,1.86
PV5,Winter,678.32,23.6,0.981,0.613,Decentralized,0.206,0.991,0.038,2.62
PV3,Winter,170.7,14.8,1.094,0.517,Decentralized,0.104,1.104,0.034,2.74
PV2,Monsoon,766.51,35.8,0.922,0.638,Decentralized,0.223,0.932,0.029,2.02
PV1,Winter,185.42,40.0,0.954,0.526,Distributed,0.087,0.974,0.037,2.36
PV3,Summer,634.67,42.9,0.998,0.887,Decentralized,0.197,1.008,0.025,2.53
PV3,Summer,732.38,27.2,1.067,0.508,Decentralized,0.216,1.077,0.026,2.5
PV2,Monsoon,159.87,34.5,0.933,0.762,Distributed,0.082,0.953,0.02,2.07
PV5,Summer,307.72,39.9,0.955,0.396,Distributed,0.112,0.975,0.037,2.28
PV4,Monsoon,924.11,24.6,0.913,0.781,Decentralized,0.255,0.923,0.015,2.01
PV4,Monsoon,654.68,20.8,1.041,0.939,Distributed,0.181,1.061,0.03,1.94
PV3,Summer,321.66,42.8,0.948,0.726,Decentralized,0.134,0.958,0.025,2.19
PV6,Winter,721.61,28.0,0.978,0.692,Decentralized,0.214,0.988,0.04,2.8
